trial_id,number_of_countries,min_end_date,max_end_date,comp_date,has_results,includes_pip,rare_disease,phase,bioequivalence_study,health_volunteers,trial_status,terminated,sponsor_status,name_of_sponsor
2011-003849-18,1,2016-03-22,2016-03-22,1,1,0,0,1,0,0,1,0,0,LYSARC
2011-003850-26,5,2012-05-24,2012-05-24,3,1,0,0,3,0,0,1,1,1,"Otsuka Pharmaceutical Development & Commercialization, Inc."
2011-003851-20,1,2012-02-02,2012-02-02,1,1,0,0,3,0,0,1,1,1,"Alcon Research, Ltd."
2011-003866-34,1,,,0,0,0,0,2,0,0,0,0,0,North Bristol NHS Trust (NBT)
2011-003890-27,1,2013-04-19,2013-04-19,1,1,0,0,3,0,0,1,0,1,Boehringer Ingelheim Pharma GmbH & Co. KG
2011-003893-97,9,2014-04-05,2014-04-07,5,1,0,0,3,0,0,2,0,1,AstraZeneca AB
2011-003894-27,1,2013-05-08,2013-05-08,1,0,0,0,2,0,0,1,0,0,Technische Universität Dresden
2011-003895-35,8,2014-04-07,2014-04-07,6,1,0,0,3,0,0,2,0,1,ASTRAZENECA AB
2011-003933-32,1,2012-01-31,2012-01-31,1,1,0,0,2,0,1,1,0,0,Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge
2011-003934-16,1,,,0,0,0,0,1,0,0,0,0,1,Pluristem Ltd.
2011-003938-14,12,,,0,0,1,0,0,0,0,2,1,1,Merck Sharp & Dohme Ltd
2011-003943-23,1,2013-11-25,2013-11-25,1,0,0,0,2,0,0,1,0,1,Spirig Pharma AG
2011-003950-24,1,,,0,0,0,0,2,0,0,0,0,0,University Hospitals of Leicester NHS Trust
2011-003952-37,1,,,0,0,0,0,4,0,0,0,0,0,LUIS FERNÁNDEZ- LLEBREZ DEL REY
2011-003953-25,1,,,0,1,0,0,2,0,0,1,0,1,Abbott GmbH & Co. KG
2011-003958-85,1,,,0,1,0,0,2,0,0,0,0,1,Immodulon Therapeutics Ltd
2011-003966-34,2,2014-02-12,2014-02-12,1,0,0,0,3,0,0,1,1,0,Grupo Español de Trabajo en Enfermedad de Crohn y Colitis Ulcerosa (GETECCU)
2011-003971-12,1,2015-11-18,2015-11-18,1,1,0,0,3,0,0,1,0,1,"Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc."
2011-003997-10,4,2014-10-15,2014-10-15,2,1,0,0,2,0,0,1,1,1,"GENENTECH, Inc."
2011-003998-28,3,2014-07-08,2014-07-08,2,0,0,2,2,0,0,2,0,1,CERENIS THERAPEUTICS SA
2011-004002-25,2,2013-01-24,2013-01-24,2,1,0,0,2,0,0,1,0,1,"Pfizer Inc., 235 East 42nd Street, New York, NY 10017"
2011-004005-24,1,,,0,0,0,0,3,0,0,0,0,0,Complejo Hospitalario Torrecárdenas
2011-004011-24,13,,,0,0,0,0,3,0,0,2,0,1,F. HOFFMANN - LA ROCHE LTD.
2011-004013-16,11,2015-01-02,2015-01-02,8,1,0,0,3,0,0,2,0,1,ASTRAZENECA AB
2011-004016-29,5,2015-01-04,2015-06-18,4,0,0,0,2,0,0,2,1,1,BRISTOL-MYERS SQUIBB INTERNATIONAL CORPORATION
2011-004017-17,1,,,0,0,0,0,4,0,0,0,0,0,The University of Leeds
2011-004025-27,3,2015-04-14,2015-04-14,2,0,0,0,4,0,0,2,0,1,HENNIG ARZNEIMITTEL GmbH & Co. KG
2011-004029-28,13,2017-08-15,2017-08-15,7,0,0,0,3,0,0,2,0,1,BRISTOL-MYERS SQUIBB INTERNATIONAL CORPORATION
2011-004030-33,1,,,0,0,0,0,2,0,0,1,0,0,CHU de Clermont-Ferrand
2011-004031-31,1,2012-04-24,2012-04-24,1,1,0,0,2,0,0,1,0,1,RespiVert Ltd
2011-004033-13,1,2014-07-21,2014-07-21,1,0,0,0,2,0,0,1,0,1,Spinifex Pharmaceuticals Pty Ltd
2011-004038-33,1,,,0,0,0,0,3,0,0,0,0,0,ISTITUTO NAZIONALE DELLE MALATTIE INFETTIVE LAZZARO SPALLANZANI
2011-004039-30,1,2012-10-07,2012-10-07,1,0,0,1,2,0,0,1,1,0,PLymouth Hospitals NHS Trust
2011-004046-18,10,2014-03-18,2014-06-30,9,1,0,0,3,0,0,1,1,1,Laboratorios Servier
2011-004062-15,2,2013-12-04,2013-12-04,1,0,0,1,2,0,0,2,0,0,University Hospital of Regensburg
2011-004063-77,1,,,0,0,0,0,2,0,0,0,0,0,"Klinikum der Universität München, Anstalt des öffentlichen Rechts"
2011-004064-29,1,2013-02-13,2013-02-13,1,1,0,0,4,0,0,1,0,1,"Daiichi Sankyo, Inc."
2011-004070-29,1,,,0,0,0,0,4,0,0,0,0,0,Hopital Erasme
2011-004072-10,1,,,0,0,0,0,2,0,0,0,0,0,University of Leeds
2011-004074-28,3,2014-11-04,2014-11-04,2,1,1,1,1,0,0,1,0,1,PROMETHERA BIOSCIENCES
2011-004078-26,1,,,0,0,0,0,4,0,0,0,0,0,Brighton & Sussex University Hospitals NHS Trust
2011-004080-70,1,,,0,0,0,0,4,0,0,0,0,0,"Med. Univ. Wien, Universitätsklinik für Anästhesie, Allgemeine Intensivmedizin und Schmerztherapie"
2011-004082-33,1,,,0,0,0,0,4,0,1,0,0,0,UZLeuven
2011-004085-15,1,2012-04-17,2012-04-17,1,0,0,0,2,0,1,1,0,1,Laboratories León Farma S.A
2011-004086-32,1,2013-05-23,2013-05-23,1,0,0,0,2,0,0,1,0,1,POXEL
2011-004087-30,1,2012-04-30,2012-04-30,1,0,0,0,3,0,0,1,0,0,Tartu University Department of Sports Medicine and Rehabilitation
2011-004089-13,1,2012-12-20,2012-12-20,1,0,0,0,2,0,1,1,0,1,Cassella-med GmbH & Co. KG
2011-004090-82,1,,,0,0,0,0,2,0,0,0,0,0,University Hospitals Bristol NHS Foundation Trust Research and Innovation Department
2011-004091-12,1,,,0,0,0,0,2,0,0,0,0,1,Pluristem Ltd.
2011-004094-93,2,2013-07-02,2013-07-02,1,0,0,0,2,0,0,2,0,2,Department of Dermatology and Allergy Charité- Universitätsmedizin Berlin
2011-004095-10,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur Limited
2011-004096-36,1,,,0,0,0,1,2,0,0,0,0,0,OSPEDALE POLICLINICO S. MATTEO
2011-004097-29,1,2014-02-20,2014-02-20,1,1,0,0,3,0,0,1,0,1,Janssen R&D Ireland
2011-004103-20,2,,,0,0,0,0,1,0,0,0,0,1,"Viamet Pharmaceuticals, Inc."
2011-004104-38,1,,,0,0,0,1,3,0,0,0,0,0,FIBHULP
2011-004106-16,4,,,0,1,0,1,3,0,0,2,0,1,Actelion pharmaceuticals Ltd
2011-004108-39,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur Limited
2011-004109-25,4,2017-02-22,2017-02-22,3,0,0,0,3,0,0,1,1,1,"Upsher-Smith Laboratories, Inc."
2011-004126-10,5,,,0,1,0,0,2,0,0,0,0,1,Genentech Inc.
2011-004129-28,1,2013-08-28,2013-08-28,1,1,0,0,2,0,0,1,0,1,F. Hoffmann-La Roche
2011-004130-34,3,2015-07-28,2015-07-28,2,1,0,0,3,0,0,1,1,1,sanofi-aventis Recherche & Développement
2011-004138-33,1,,,0,0,0,0,2,0,1,0,0,0,Søren Rittig
2011-004139-29,1,2016-02-20,2016-02-20,1,0,0,0,3,0,0,1,1,0,Medizinische Universität Innsbruck / UK für Anästhesie und Intensivmedizin & UK für Allgem. u. Chirurg. Intensivmedizin
2011-004142-17,1,,,0,0,0,0,3,0,0,0,0,0,Academic Medical Centrum
2011-004144-22,1,,,0,0,0,0,1,0,0,0,0,0,Institut Jules Bordet - Université Libre de Bruxelles
2011-004145-41,1,,,0,0,0,0,2,0,0,0,0,0,UH Montpellier
2011-004146-18,1,,,0,0,0,1,2,0,0,0,0,0,The Royal Marsden NHS Foundation Trust
2011-004148-23,10,,,0,0,0,0,4,0,0,2,0,1,Boehringer Ingelheim International GmbH
2011-004150-26,3,2014-01-15,2014-01-15,3,1,0,0,2,0,0,1,1,1,Vertex Pharmaceuticals
2011-004151-39,5,2015-06-01,2015-07-22,4,1,0,1,2,0,0,2,0,1,"Kyowa Hakko Kirin Pharma, Inc."
2011-004152-19,1,2016-01-18,2016-01-18,1,0,0,0,2,0,0,1,0,0,Ludwig Boltzmann institute for COPD and Respiratory Epidemiology
2011-004154-25,2,,,0,0,0,1,1,0,0,2,1,1,Biotest AG
2011-004155-39,1,2016-03-08,2016-03-08,1,1,0,0,1,0,0,1,0,1,Bayer Healthcare AG
2011-004156-19,6,2012-09-25,2013-09-24,6,1,0,0,2,0,0,1,1,1,Vertex Pharmaceuticals Incorporated
2011-004157-66,4,2013-09-13,2013-09-13,3,0,0,0,2,0,0,2,0,1,"Quark Pharmaceuticals, Inc."
2011-004158-24,1,,,0,1,0,0,4,0,0,1,0,1,Boehringer Ingelheim RCV GmbH & Co KG
2011-004160-30,2,2014-10-10,2014-10-10,1,0,0,0,2,0,0,2,0,1,Novartis Pharma Services AG
2011-004166-16,1,,,0,0,0,0,4,0,0,0,0,0,"Abteilung für Pulmologie, Landesklinikum Thermenregion Hochegg"
2011-004167-68,1,,,0,0,0,0,4,0,0,0,0,0,MARIA TERESA PARRAS MALDONADO
2011-004168-30,2,,,0,0,0,0,2,0,0,1,0,0,Hannover Medical School
2011-004169-34,1,,,0,0,0,0,4,0,1,0,0,0,University of Bristol
2011-004171-36,5,2013-06-30,2013-06-30,4,0,0,0,3,0,0,2,1,1,Samsung Electronics Co. Ltd.
2011-004172-11,1,,,0,1,0,0,3,0,0,0,0,1,"Laboratorios SALVAT, S.A."
2011-004177-83,1,,,0,0,0,0,2,0,0,1,1,0,Academic Medical Center
2011-004178-27,1,2012-02-24,2012-02-24,1,0,0,0,2,0,0,1,0,0,Karolinska University Hospital
2011-004179-35,1,2013-07-09,2013-07-09,1,0,0,0,2,0,0,1,0,1,C4Pain ApS
2011-004182-33,1,,,0,0,0,0,2,0,0,1,0,0,Vejle Hospital
2011-004184-79,1,,,0,1,0,0,2,0,0,0,0,1,Dermal Laboratories Limited
2011-004185-14,1,,,0,1,0,0,3,0,0,1,0,1,Novartis Pharma GmbH
2011-004187-30,2,2016-07-26,2016-07-26,2,1,0,0,2,0,0,1,0,1,Avraham Pharmaceuticals Ltd.
2011-004188-65,2,,,0,0,0,0,2,0,0,0,0,0,Odense University Hospital
2011-004189-13,1,2016-08-31,2016-08-31,1,0,0,0,2,0,0,1,0,0,Medizinische Universität Wien
2011-004192-37,1,,,0,1,0,0,4,0,0,0,0,0,"Joint Research Compliance Office, Imperial College"
2011-004198-10,1,,,0,1,0,0,3,0,0,0,0,1,Swiss Cardio Technologies AG
2011-004199-12,1,,,0,0,0,0,2,0,0,0,0,0,University of Birmingham
2011-004200-38,1,,,0,0,0,1,2,0,0,0,0,0,NKI-AVL
2011-004201-25,1,,,0,0,0,0,4,0,0,0,0,0,Erasmus MC
2011-004205-24,5,,,0,0,0,0,3,0,0,1,1,1,F. HOFFMANN - LA ROCHE LTD.
2011-004206-19,1,2013-04-26,2013-04-26,1,0,0,0,4,0,0,1,0,0,AMC
2011-004208-39,8,2016-03-09,2016-03-09,6,1,0,1,3,0,0,2,0,1,BAYER HEALTHCARE AG
2011-004213-16,1,,,0,1,0,0,4,0,0,0,0,1,Ipsen Ltd
2011-004214-42,3,2014-05-15,2014-05-15,1,0,0,1,1,0,0,2,0,1,QLT Inc.
2011-004216-31,1,,,0,0,0,0,2,0,1,1,0,1,Novartis Pharma Services AG
2011-004217-17,1,,,0,0,1,0,4,0,0,4,0,1,Novartis Pharmaceuticals Corporation
2011-004218-41,4,,,0,0,0,0,3,0,0,1,1,1,F. HOFFMANN - LA ROCHE LTD.
2011-004220-34,1,,,0,0,0,0,2,0,0,0,0,0,King's College London
2011-004221-28,1,,,0,0,0,0,3,0,0,1,0,0,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS (AP-HP)
2011-004223-12,1,,,0,0,0,1,2,0,0,1,1,1,Digna Biotech S.L.
2011-004228-37,1,,,0,0,0,0,2,0,0,0,0,0,Universitätsmedizin Goettingen
2011-004231-31,1,,,0,0,0,1,3,0,0,0,0,0,Erasmus University Medical Centre Rotterdam
2011-004232-66,1,2017-08-28,2017-08-28,1,0,0,0,3,0,0,1,0,0,CHU de Clermont-Ferrand
2011-004235-31,1,2012-09-24,2012-09-24,1,0,0,0,3,0,0,1,0,0,IPPMed GmbH
2011-004237-14,6,2014-03-20,2014-03-20,4,1,0,0,3,0,0,2,0,1,BRISTOL-MYERS SQUIBB INTERNATIONAL CORPORATION
2011-004239-29,1,,,0,0,0,0,4,0,0,0,0,0,Hopital Erasme
2011-004245-41,1,,,0,0,0,0,2,0,0,0,0,0,Hywel Dda Health Board
2011-004249-42,1,2012-12-13,2012-12-13,1,0,0,0,4,0,0,1,0,0,IPPMed GmbH
2011-004250-26,3,,,0,0,0,2,1,0,0,2,0,1,Clovis Oncology Inc.
2011-004253-11,7,2013-09-26,2013-09-26,3,1,0,0,3,0,0,2,0,1,Boehringer Ingelheim RCV GmbH & Co KG
2011-004254-25,1,2014-05-09,2014-05-09,1,1,0,0,3,0,0,1,0,1,Novartis Pharma GmbH
2011-004257-29,2,,,0,0,1,0,3,0,0,2,0,0,National Cancer Institute
2011-004258-24,1,,,0,0,0,0,2,0,0,0,0,0,UNIVERSITA' CAMPUS BIOMEDICO
2011-004259-38,1,,,0,0,1,1,3,0,0,4,0,1,"Asklepion Pharmaceuticals, LLC"
2011-004265-32,1,,,0,0,0,0,4,0,0,0,0,0,Academic Medical Center
2011-004266-15,2,,,0,0,0,0,4,0,0,0,0,0,University Hospital of North Norway
2011-004267-71,1,2012-04-25,2012-04-25,1,1,0,0,2,0,0,1,0,1,Acacia Pharma Ltd
2011-004268-31,1,,,0,0,0,0,3,0,0,1,0,0,Odense University Hospital
2011-004269-34,1,2012-05-30,2012-05-30,1,0,0,0,2,0,0,1,1,1,Photocure ASA
2011-004271-36,1,2013-04-16,2013-04-16,1,0,0,0,4,0,0,1,0,1,FluidDA nv
2011-004272-11,1,,,0,0,0,0,4,0,0,0,0,0,Erasmus MC
2011-004273-88,1,2014-09-29,2014-09-29,1,0,0,0,4,0,0,1,1,0,"Erling Bjerregaard Pedersen, Medicinsk forskningsafsnit, Regionshospitalet Holstebro"
2011-004274-28,1,2013-06-04,2013-06-04,1,0,0,0,4,0,0,1,0,0,"Erling Bjerregaard Pedersen, Medicinsk forskningsafsnit, Regionshospitalet Holstebro"
2011-004285-15,1,2011-11-14,2011-11-14,1,0,0,1,4,0,1,1,0,0,Professor Jørgen Berg Dahl
2011-004286-32,1,2012-08-07,2012-08-07,1,0,0,0,4,0,0,1,0,1,ikfe GmbH
2011-004287-30,7,2017-12-28,2017-12-28,2,0,1,1,2,0,0,2,0,1,Synageva BioPharma Corp.
2011-004294-87,1,,,0,1,0,0,2,0,0,0,0,0,Per Klausen Fink
2011-004295-11,6,2016-12-19,2016-12-19,4,1,0,0,3,0,0,2,0,1,AbbVie Deutschland GmbH & Co. KG
2011-004296-36,3,2015-04-08,2015-04-08,3,1,0,0,2,0,0,1,0,1,"MedImmune, LLC,"
2011-004300-38,1,,,0,0,0,0,3,0,0,0,0,0,University of Leeds
2011-004301-24,2,2015-12-29,2015-12-29,1,1,0,0,4,0,0,1,0,0,"Free State of Bavaria, represented by the University of Regensburg, represented by the University Hospital Regensburg"
2011-004304-38,6,2013-06-25,2013-06-26,3,1,0,1,3,0,0,2,1,1,PARI Pharma GmbH
2011-004305-24,1,2012-09-26,2012-09-26,1,0,0,0,4,0,0,1,0,0,"Med Uni Graz, Univ. Klinik Dermatologie,Abteilung für Allgemeine Dermatologie"
2011-004307-20,1,,,0,0,0,0,4,0,0,0,0,0,Reino Pöyhiä
2011-004308-39,1,2017-07-28,2017-07-28,1,0,0,0,2,0,0,1,0,1,"Regeneron Pharmaceuticals, Inc."
2011-004311-23,1,2013-08-27,2013-08-27,1,1,0,0,2,0,0,1,0,0,University of Edinburgh
2011-004327-13,6,2012-08-29,2012-10-19,3,1,0,0,3,0,0,1,1,1,Lilly S.A.
2011-004349-42,3,2014-04-04,2014-04-04,1,1,0,0,2,0,0,2,0,1,F. Hoffmann-La Roche Ltd.
2011-004350-26,7,,,0,0,0,0,3,0,0,0,0,1,Eli Lilly and Company
2011-004351-39,1,,,0,0,0,1,2,0,0,0,0,0,AZIENDA UNIVERSITARIA POLICLINICO UMBERTO I DI ROMA
2011-004354-25,2,2014-04-15,2014-04-20,2,1,0,0,2,0,0,1,0,1,Boehringer Ingelheim RCV GmbH & Co KG
2011-004355-40,5,2013-09-20,2013-09-20,3,1,0,1,2,0,0,1,0,1,Zymenex A/S
2011-004356-20,1,2012-11-02,2012-11-02,1,0,0,0,2,0,0,1,0,1,Pergamum AB
2011-004357-82,1,,,0,0,0,0,2,0,0,1,0,0,A. Carlsson Research AB
2011-004361-32,1,2016-02-02,2016-02-02,1,0,0,0,2,0,0,1,1,0,Philipps-Universität Marburg
2011-004363-74,10,,,0,1,0,1,4,0,0,2,0,1,Pfizer S.L.U.
2011-004368-31,4,,,0,0,0,0,3,0,0,0,0,1,Eli Lilly and Company
2011-004369-34,1,,,0,0,0,0,2,0,0,0,0,0,Universtiy Medical Center Utrecht
2011-004370-28,1,2014-08-22,2014-08-22,1,1,0,0,3,0,0,1,0,1,Dermapharm AG
2011-004371-36,1,,,0,0,0,0,4,0,0,0,0,0,Instituto de Investigaciones del Sueño
2011-004372-11,1,,,0,0,0,0,3,0,0,4,0,0,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS (AP-HP)
2011-004376-11,8,2013-06-14,2013-06-14,1,0,0,0,3,0,0,1,1,1,"Forest Research Institute, Inc."
2011-004377-84,3,,,0,0,0,0,2,0,0,2,0,1,"Genentech, Inc."
2011-004378-27,6,2013-09-02,2013-11-04,5,1,0,0,2,0,0,1,1,1,Novartis Pharma Services AG
2011-004388-62,6,2013-05-14,2013-05-14,6,1,0,0,2,0,0,1,0,1,Shire-Movetis NV
2011-004391-11,1,,,0,0,0,0,2,0,0,1,1,0,Masaryk University
2011-004393-28,1,,,0,0,0,0,3,0,0,0,0,0,Charité - Universitätsmedizin Berlin
2011-004394-90,1,2012-11-12,2012-11-12,1,0,0,0,2,0,0,1,0,0,"Medizinische Universität Graz, Universitätsklinik für Innere Medizin, Abteilung für Gastroenterologie und Hepatologie"
2011-004395-11,1,,,0,0,0,0,1,0,0,1,0,0,Fundación para la Formación e Investigación Sanitarias de la Región de Murcia
2011-004396-36,3,2015-03-24,2016-11-14,2,1,0,0,3,0,0,1,0,0,Fakultät für Medizin der Technischen Universität München
2011-004397-28,1,,,0,0,0,0,4,0,0,0,0,0,Consorci Mar Parc de Salut de Barcelona (Parc de salut MAR)
2011-004400-38,2,,,0,0,1,0,2,0,1,0,0,1,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017"
2011-004404-37,5,2015-01-14,2015-01-14,1,0,0,1,2,0,0,2,0,0,Scandinavian Sarcoma Group
2011-004405-25,1,2015-06-09,2015-06-09,1,0,0,0,4,0,0,1,1,0,University Hospital Tübingen
2011-004410-42,1,,,0,0,0,1,1,0,0,0,0,0,Inserm
2011-004411-22,3,2017-08-03,2017-08-03,2,0,1,0,0,0,0,2,0,1,Novartis Pharma Services AG
2011-004415-24,1,,,0,0,0,0,3,0,0,1,0,0,IRCCS CENTRO SAN GIOVANNI DI DIO
2011-004417-16,1,,,0,0,0,0,4,0,0,4,0,0,St. Elisabeth Hospital
2011-004418-40,6,,,0,0,0,1,2,0,0,2,0,1,"Lilly S.A,"
2011-004419-22,6,2014-07-31,2014-07-31,5,1,0,0,2,0,0,1,1,1,Vertex Pharmaceuticals Incorporated
2011-004420-35,9,2014-10-06,2014-10-06,5,1,0,0,4,0,0,2,0,1,"Gilead Sciences, Inc."
2011-004421-27,1,,,0,1,0,0,3,0,1,0,0,1,Novartis Vaccines and Diagnostics s.r.l
2011-004425-27,1,2014-10-15,2014-10-15,1,1,0,0,4,0,0,1,0,0,Newcastle Upon Tyne Hospitals NHS Foundation Trust
2011-004426-10,3,2016-10-27,2016-10-27,1,1,0,0,2,0,0,2,0,1,F. Hoffman-La Roche Ltd.
2011-004428-36,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur S.A
2011-004431-31,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur SA
2011-004432-58,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur SA
2011-004433-14,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur SA
2011-004434-33,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur S.A
2011-004435-31,3,2016-05-31,2016-05-31,1,0,0,0,3,0,0,1,0,1,VIIV HEALTHCARE UK LIMITED
2011-004436-61,1,2012-11-15,2012-11-15,1,1,0,0,2,0,0,1,0,1,GlaxoSmithKline Research and Development Limited
2011-004438-32,3,2014-05-01,2014-05-01,2,1,0,0,2,0,0,2,0,1,GlaxoSmithKline Research and Development Limited
2011-004446-17,1,,,0,0,0,0,3,0,0,0,0,0,VU University Medical Center Amsterdam
2011-004449-42,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur S.A
2011-004450-26,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur SA
2011-004451-39,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur Inc.
2011-004454-26,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur SA
2011-004455-39,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur S.A
2011-004456-19,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur S.A
2011-004457-87,1,,,0,1,1,0,3,0,1,4,0,1,Sanofi Pasteur S.A
2011-004458-25,1,,,0,1,0,0,4,0,1,4,0,1,Sanofi Pasteur MSD
2011-004463-69,1,,,0,0,0,0,2,0,0,1,1,0,Charité – University Medicine Berlin
2011-004464-30,1,,,0,0,0,0,3,0,0,0,0,0,Institut de Recerca e la SIDA - IrsiCaixa-
2011-004465-32,1,2014-03-26,2014-03-26,1,0,0,0,2,0,0,1,0,0,"Dept. of Cardiothoracic & Vascular Surgery, Aarhus University Hospital, Skejby"
2011-004466-14,1,2012-10-31,2012-10-31,1,1,0,0,4,0,0,1,0,1,GlaxoSmithKline Consumer Healthcare
2011-004468-31,8,2013-07-12,2014-06-30,4,1,0,0,3,0,0,2,0,1,"CELLTRION, INC."
2011-004470-28,1,,,0,0,0,0,4,0,0,0,0,0,University Hospital of South Manchester
2011-004471-37,3,2012-08-31,2012-08-31,3,1,0,0,3,0,0,1,0,1,Develco Pharma Schweiz AG
2011-004474-29,3,2012-05-28,2012-05-28,2,1,0,0,3,0,0,1,1,1,Norgine Ltd.
2011-004475-36,1,2014-06-18,2014-06-18,1,0,0,0,2,0,0,1,0,1,Delta Crystallon B.V.
2011-004476-10,1,,,0,0,0,0,2,0,0,0,0,0,Fundación Grupo Español de Investigación en Cáncer de Mama (Fundación GEICAM)
2011-004481-15,6,,,0,0,0,0,2,0,0,0,0,0,IBCSG
2011-004482-32,1,2016-04-28,2016-04-28,1,0,0,1,2,0,0,1,0,0,Universitätsklinikum Ulm
2011-004483-30,7,2014-12-09,2014-12-16,5,1,0,0,3,0,0,2,0,1,"Gilead Sciences, Inc."
2011-004485-15,1,,,0,1,0,0,3,0,1,4,0,1,GlaxoSmithKline Biologicals
2011-004486-33,1,,,0,0,0,0,2,0,0,1,1,1,BioTech Tools S.A.
2011-004491-10,1,,,0,1,1,1,3,0,0,4,0,1,"Asklepion Pharmaceuticals, LLC"
2011-004494-81,1,,,0,0,0,0,2,0,0,1,1,1,Pharmaneuroboost N.V.
2011-004495-12,1,,,0,0,0,0,3,0,0,1,0,0,VU University Medical center
2011-004496-37,2,2012-10-05,2012-10-05,1,1,0,0,3,0,0,1,0,1,Orion Pharma
2011-004497-28,3,2012-10-05,2012-10-05,3,1,0,0,3,0,0,1,0,1,Orion Pharma
2011-004498-96,1,,,0,0,0,1,3,0,0,0,0,0,Moorfields Eye Hospital
2011-004501-24,1,,,0,0,0,0,2,0,0,0,0,1,CureTech Ltd.
2011-004507-20,3,2014-11-14,2014-11-14,2,1,0,0,2,0,0,2,0,1,MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG S.A.
2011-004518-40,1,,,0,0,0,0,3,0,0,1,0,0,AZIENDA OSPEDALIERA SENESE
2011-004520-35,1,2015-01-30,2015-01-30,1,0,0,0,3,0,0,1,1,1,Vanda Pharmaceuticals Inc.
2011-004522-10,1,,,0,0,0,0,2,0,0,1,0,1,LOFARMA
2011-004525-27,5,,,0,1,0,0,3,0,0,2,1,1,"Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc."
2011-004528-36,1,,,0,0,1,1,3,0,0,4,0,1,"Asklepion Pharmaceuticals, LLC"
2011-004529-28,4,2013-03-25,2013-03-25,4,1,0,0,2,0,0,1,0,1,Janssen-Cilag International NV
2011-004532-58,1,2014-02-07,2014-02-07,1,1,0,0,3,0,0,1,0,1,Sandoz GmbH
2011-004538-32,1,2013-01-18,2013-01-18,1,0,0,0,2,0,0,1,0,1,Moberg Derma
2011-004539-30,3,2016-09-01,2016-09-01,2,1,1,0,2,0,0,2,0,1,Bayer HealthCare AG
2011-004540-22,1,,,0,0,0,0,4,0,0,1,0,0,Ghent University Hospital
2011-004542-18,4,2013-02-15,2013-02-15,3,1,0,0,2,0,1,2,0,1,"Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc."
2011-004545-40,1,,,0,0,0,0,3,0,1,1,0,0,Medizinische Universität Graz
2011-004550-25,3,2013-03-28,2013-05-30,3,1,0,0,2,0,0,1,0,1,HAL Allergy B.V.
2011-004552-19,1,,,0,0,0,0,2,0,0,0,0,0,Hospices Civils de Lyon
2011-004553-60,6,,,0,0,0,2,2,0,0,2,1,1,PROLOR Biotech Ltd.
2011-004554-26,3,2016-11-18,2016-11-18,1,0,0,0,4,0,0,2,0,0,University of Glasgow
2011-004555-39,10,2014-03-18,2014-03-18,8,1,0,0,2,0,0,1,0,1,Astellas Pharma Europe B.V.
2011-004558-24,2,,,0,0,1,1,1,0,0,0,0,1,Celgene Corporation
2011-004559-38,1,,,0,0,0,0,2,0,0,0,0,0,University of Birmingham
2011-004560-29,1,,,0,0,0,0,4,0,0,0,0,0,Ghent University Hospital
2011-004561-33,1,,,0,0,0,0,2,0,0,0,0,0,"Medizinische Universität Wien, Klinik für Innere Medizin III, Abteilung für Gastroenterologie und Hepatologie"
2011-004562-16,1,,,0,0,0,0,2,0,0,0,0,0,The Royal Marsden Hospital NHS Foundation Trust
2011-004564-30,5,2015-04-07,2015-04-07,4,1,1,0,2,0,0,1,0,1,VERTEX PHARMACEUTICALS INCOPORATED
2011-004567-80,1,,,0,0,0,0,2,0,0,0,0,0,Georg Hagmüller Institute for Vascular Research
2011-004569-33,10,2017-02-06,2017-02-06,5,0,0,0,0,0,0,2,1,1,"Human Genome Sciences, Inc. (a wholly owned subsidiary of GlaxoSmithKline PLC)"
2011-004570-28,7,,,0,0,0,0,3,0,0,0,0,1,"Human Genome Sciences, Inc. (a wholly owned subsidiary of GlaxoSmithKline PLC)"
2011-004571-37,1,,,0,0,0,0,2,0,0,0,0,0,AZIENDA OSPEDALIERA SPEDALI CIVILI DI BRESCIA
2011-004577-91,1,2015-06-05,2015-06-05,1,0,0,0,2,0,0,1,1,0,"Center for Cancer ImmunTerapi CCIT, Hæmatologisk Afd. 54P4"
2011-004578-27,15,2015-05-22,2015-06-22,12,1,0,0,3,0,0,1,0,1,"Pfizer Inc, 235 East 42nd Street, New York, New York 10017, USA"
